entity,attribute_camel,attribute_snake,description
FacilityDesignConstruction,FacilityConstructionDate,facility_construction_date,"The month, day, and year on which construction of a building, addition, or improvement was completed."
FacilityDesignConstruction,FacilityConstructionYear,facility_construction_year,The year the building was first constructed.
FacilityUtilization,FacilityEnrollmentCapacity,facility_enrollment_capacity,"The maximum number of age appropriate students who can be enrolled in a facility such that the district's programmatic, operational, and student/teacher work load requirements are met."
FacilityCompliance,FacilityEstimatedCostToEliminateDeferredMaintenance,facility_estimated_cost_to_eliminate_deferred_maintenance,"The estimated cost to bring systems, components, finishes, fixtures, or equipment to a state of good repair."
Facility,FacilityExpectedLife,facility_expected_life,"The time, in years, of the expected useful life of a facility for the purposes of depreciation."
FacilityHazard,FacilityHazardousConditionExpectedRemediationDate,facility_hazardous_condition_expected_remediation_date,"The month, day, and year by which a hazardous condition of a site or building is expected to be remediated."
FacilityCompliance,FacilityInspectionScoreResultDescription,facility_inspection_score_result_description,The description of a meaningful raw score of statistical expression of the performance on an inspection.
FacilityCompliance,FacilityInspectionViolationDescription,facility_inspection_violation_description,A description of the standard violation(s) found in the inspection.
FacilityJointUse,FacilityJointUseDescription,facility_joint_use_description,A description explaining the details of an organization's shared facility arrangement.
FacilityLease,FacilityLeaseAmount,facility_lease_amount,The amount of money the school must pay to rent the facility that it is in.
FacilityHazard,FacilityLocationOfHazardousMaterials,facility_location_of_hazardous_materials,The location at which the identified hazardous material is found.
FacilityMortgage,FacilityMortgageInterestAmount,facility_mortgage_interest_amount,The amount the borrower pays the lender to compensate the lender for the use of money to purchase a building or facility.
FacilityHazard,FacilityNearbyEnvironmentalHazardDescription,facility_nearby_environmental_hazard_description,"Description of any type of environmental hazards within range of the facility that has the potential to seriously affect the health, safety and operation of school facilities and their occupants."
FacilityFinance,FacilityReplacementValue,facility_replacement_value,The estimated cost of replacing a facility using current per square foot estimates of total project costs.
FacilitySite,FacilitySiteArea,facility_site_area,"The total number of acres in a continuous piece of land, to the nearest tenth, including undeveloped areas as well as areas occupied by buildings, walks, drives, parking facilities, and other improvements."
FacilitySite,FacilitySiteIdentifier,facility_site_identifier,"The lot and square number, or equivalent unique municipal number identification, of a parcel of land."
BuildingSpace,FacilitySpaceDescription,facility_space_description,"A description of the space, as determined by its physical layout and built-in systems and equipment."
FacilityMandate,FacilityStateOrLocalMandateName,facility_state_or_local_mandate_name,"The specific law, rule, regulation, or standard of a state or local government that pertains to public school facilities."
FacilityMortgage,FacilityTotalAssessedValue,facility_total_assessed_value,The total assessed value of property that constitutes the basis for public borrowing.
PersonFamily,FamilyIdentifier,family_identifier,"A unique number or alphanumeric code assigned to a family by a school, school system, a state, or other agency or entity."
PersonFamily,FamilyIncome,family_income,"Total income of family from all sources. Income includes money, wages or salary before deductions; net income from non-farm self-employment; net income from farm self-employment; regular payments from Social Security or railroad retirement; payments from unemployment compensation, strike benefits from union funds, workers' compensation, veterans benefits (with the exception noted below), public assistance (including Temporary Assistance for Needy Families, Supplemental Security Income, Emergency Assistance money payments, and non-Federally funded General Assistance or General Relief money payments); training stipends; alimony, child support, and military family allotments or other regular support from an absent family member or someone not living in the household; private pensions, government employee pensions (including military retirement pay), and regular insurance or annuity payments; college or university scholarships, grants, fellowships, and assistantships; and dividends, interest, net rental income, net royalties, and periodic receipts from estates or trusts; and net gambling or lottery winnings."
